ID,Age,Education_level,Sexe,Country,Ethnicity,drug_names,Drug_uses
1150,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé le dernier jour
1151,45-54,A quitté l'école à 18 ans,Femme,Australie,Blanc,Coke,Utilisé au cours de la dernière décennie
1152,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1153,35-44,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé depuis une décennie
1156,18-24,Maitrise,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1158,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1159,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1160,45-54,Certificat/diplôme professionnel,Masculin,République d'Irlande,Blanc,Coke,Utilisé depuis une décennie
1161,25-34,Diplôme universitaire,Femme,Canada,Blanc,Coke,Utilisé au cours de la dernière année
1162,18-24,A quitté l'école à 17 ans,Masculin,États-Unis,Autre,Coke,utilisé la semaine dernière
1163,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1165,25-34,A quitté l'école à 17 ans,Masculin,Australie,Blanc,Coke,Utilisé au cours du mois dernier
1167,35-44,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1170,45-54,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
1171,35-44,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1173,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1175,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Autre,Coke,Utilisé le dernier jour
1178,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière année
1179,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé depuis une décennie
1180,25-34,Maitrise,Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1183,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours du mois dernier
1184,25-34,Certificat/diplôme professionnel,Femme,Australie,Blanc,Coke,Utilisé au cours de la dernière année
1186,45-54,A quitté l'école à 16 ans,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
1190,55-64,Doctorat,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1191,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Blanc,Coke,Utilisé le dernier jour
1192,18-24,Maitrise,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1194,18-24,A quitté l'école à 18 ans,Masculin,Canada,Blanc,Coke,Utilisé au cours de la dernière année
1198,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1200,25-34,A quitté l'école à 16 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1203,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,utilisé la semaine dernière
1205,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanche/Asiatique,Coke,Utilisé au cours de la dernière année
1206,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1209,18-24,Certificat/diplôme professionnel,Masculin,États-Unis,Autre,Coke,Utilisé au cours de la dernière année
1211,45-54,Diplôme universitaire,Masculin,Australie,Blanc,Coke,Utilisé au cours de la dernière année
1214,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Canada,Blanc,Coke,Utilisé au cours de la dernière année
1217,25-34,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1219,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1220,25-34,Maitrise,Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1222,18-24,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1223,18-24,A quitté l'école à 18 ans,Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1224,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1227,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1228,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1229,35-44,A quitté l'école à 16 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1231,18-24,A quitté l'école à 18 ans,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1232,18-24,Diplôme universitaire,Femme,Autres,Autre,Coke,Utilisé au cours de la dernière année
1234,18-24,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Coke,utilisé la semaine dernière
1235,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1236,55-64,Maitrise,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
1239,25-34,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1243,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1261,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Coke,Utilisé depuis une décennie
1263,25-34,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1267,25-34,Maitrise,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1269,35-44,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1271,25-34,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1275,35-44,Maitrise,Femme,Royaume-Uni,Blanc,Coke,Utilisé depuis une décennie
1276,45-54,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1278,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanche/Asiatique,Coke,Utilisé au cours de la dernière décennie
1279,35-44,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1283,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Autre,Coke,Utilisé au cours de la dernière année
1284,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1285,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1286,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Mixte-Blanc/Noir,Coke,Utilisé au cours du mois dernier
1287,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1288,35-44,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé depuis une décennie
1290,18-24,Maitrise,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1291,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Autre,Coke,Utilisé au cours du mois dernier
1292,25-34,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Coke,Utilisé le dernier jour
1293,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1294,25-34,Maitrise,Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1298,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Autre,Coke,Utilisé au cours de la dernière année
1299,35-44,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1300,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1301,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1304,35-44,Diplôme universitaire,Masculin,Australie,Blanc,Coke,Utilisé au cours du mois dernier
1309,25-34,Diplôme universitaire,Femme,Autres,Autre,Coke,Utilisé au cours du mois dernier
1311,18-24,A quitté l'école à 16 ans,Masculin,Autres,Blanc,Coke,Utilisé depuis une décennie
1314,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1315,35-44,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1317,25-34,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1319,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Asiatique,Coke,Utilisé au cours du mois dernier
1320,35-44,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1322,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Autre,Coke,Utilisé au cours de la dernière année
1324,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1325,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1327,18-24,Certificat/diplôme professionnel,Masculin,Canada,Blanc,Coke,Utilisé au cours de la dernière décennie
1329,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1331,18-24,Diplôme universitaire,Masculin,États-Unis,Blanche/Asiatique,Coke,Utilisé au cours de la dernière année
1332,35-44,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1333,18-24,Certificat/diplôme professionnel,Femme,Canada,Blanc,Coke,Utilisé au cours du mois dernier
1334,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1336,45-54,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
1339,35-44,Certificat/diplôme professionnel,Masculin,Canada,Blanc,Coke,Utilisé au cours de la dernière année
1340,18-24,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1341,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Autre,Coke,Utilisé au cours de la dernière année
1342,35-44,A quitté l'école à 18 ans,Masculin,États-Unis,Noir,Coke,Utilisé au cours du mois dernier
1344,18-24,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière année
1345,18-24,A quitté l'école à 18 ans,Masculin,Canada,Blanc,Coke,Utilisé le dernier jour
1346,18-24,A quitté l'école à 18 ans,Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière décennie
1347,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
1348,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1349,18-24,A quitté l'école à 18 ans,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1350,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Coke,utilisé la semaine dernière
1353,55-64,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé depuis une décennie
1354,18-24,A quitté l'école à 18 ans,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1355,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1356,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1360,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière décennie
1363,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1365,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Coke,Utilisé depuis une décennie
1370,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
1371,25-34,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1373,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1374,25-34,Diplôme universitaire,Masculin,Canada,Blanc,Coke,Utilisé au cours du mois dernier
1377,35-44,Diplôme universitaire,Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière décennie
1379,25-34,Maitrise,Femme,Canada,Blanche/Asiatique,Coke,Utilisé au cours du mois dernier
1380,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours de la dernière année
1383,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Coke,Utilisé au cours de la dernière décennie
1387,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1389,35-44,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Coke,Utilisé au cours de la dernière décennie
1390,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Coke,Utilisé au cours du mois dernier
